,HHID,PN,V207
10379,076782,010,1.0
10380,076783,010,0.0
10381,076791,020,3.0
10382,076791,030,3.0
10383,076793,010,3.0
10384,076793,040,3.0
10385,076797,010,1.0
10386,076812,020,2.0
10387,076812,030,1.0
10388,076813,020,3.0
10389,076813,030,3.0
10390,076815,010,1.0
10391,076817,010,0.0
10392,076817,020,1.0
10393,076818,010,0.0
10394,076818,020,1.0
10395,076821,010,3.0
10396,076824,010,1.0
10397,076825,010,2.0
10398,076827,010,1.0
10399,076827,020,0.0
10400,076831,010,1.0
10401,076839,010,3.0
10402,076839,040,2.0
10403,076852,010,3.0
10404,076852,040,3.0
10405,076854,020,3.0
10406,076854,030,3.0
10407,076856,010,3.0
10408,076861,020,1.0
10409,076861,030,1.0
10410,076867,010,1.0
10411,076870,010,0.0
10412,076870,020,0.0
10413,076882,020,1.0
10414,076882,030,0.0
10415,076884,010,0.0
10416,076884,020,1.0
10417,076894,010,1.0
10418,076894,020,1.0
10419,076904,010,3.0
10420,076909,010,2.0
10421,076916,010,0.0
10422,076921,010,1.0
10423,076924,010,0.0
10424,076930,010,2.0
10425,076933,010,1.0
10426,076933,020,1.0
10427,076941,010,1.0
10428,076941,020,1.0
10429,076945,010,1.0
10430,076945,020,1.0
10431,076974,010,3.0
10432,076980,010,3.0
10433,076980,020,2.0
10434,076989,010,0.0
10435,076997,010,1.0
10436,077000,010,3.0
10437,077001,010,2.0
10438,077001,020,1.0
10439,077012,030,3.0
10440,077017,010,2.0
10441,077017,040,1.0
10442,077020,010,2.0
10443,077022,010,1.0
10444,077047,010,2.0
10445,077047,020,2.0
10446,077050,010,0.0
10447,077050,040,0.0
10448,077056,020,0.0
10449,077056,030,1.0
10450,077057,010,1.0
10451,077058,010,0.0
10452,077066,010,1.0
10453,077087,010,2.0
10454,077087,040,3.0
10455,077103,010,1.0
10456,077103,020,0.0
10457,077110,010,0.0
10458,077110,020,1.0
10459,077113,010,0.0
10460,077117,010,0.0
10461,077117,020,1.0
10462,077122,010,1.0
10463,077122,040,0.0
10464,077125,010,1.0
10465,077125,020,0.0
10466,077130,010,2.0
10467,077134,020,1.0
10468,077134,030,1.0
10469,077163,010,0.0
10470,077204,010,1.0
10471,077204,040,3.0
10472,077244,010,1.0
10473,077244,020,1.0
10474,077264,010,2.0
10475,077264,020,1.0
10476,077300,010,3.0
10477,077300,040,3.0
10478,077301,010,2.0
10479,077311,010,3.0
10480,077311,040,1.0
10481,077317,010,0.0
10482,077317,040,0.0
10483,077327,010,3.0
10484,077327,040,3.0
10485,077335,010,0.0
10486,077335,020,1.0
10487,077338,010,2.0
10488,077354,010,1.0
10489,077354,020,1.0
10490,077357,010,0.0
10491,077360,010,1.0
10492,077364,010,0.0
10493,077392,020,3.0
10494,077392,030,3.0
10495,077401,020,1.0
10496,077401,030,2.0
10497,077439,010,1.0
10498,077439,020,1.0
10499,077441,010,1.0
10500,077466,010,2.0
10501,077470,010,1.0
10502,077470,040,1.0
10503,077475,010,0.0
10504,077475,040,2.0
10505,077484,020,1.0
10506,077484,030,0.0
10507,077489,010,1.0
10508,077492,010,1.0
10509,077492,020,1.0
10510,077502,010,2.0
10511,077502,040,2.0
10512,077518,010,1.0
10513,077518,020,1.0
10514,077526,010,1.0
10515,077526,020,2.0
10516,077532,010,2.0
10517,077532,040,0.0
10518,077534,010,2.0
10519,077534,040,2.0
10520,077537,020,1.0
10521,077537,030,1.0
10522,077540,010,3.0
10523,077540,020,3.0
10524,077554,010,3.0
10525,077557,010,2.0
10526,077557,020,1.0
10527,077559,010,1.0
10528,077559,020,1.0
10529,077566,010,1.0
10530,077566,020,0.0
10531,077595,010,3.0
10532,077595,020,0.0
10533,077604,010,3.0
10534,077604,020,0.0
10535,077612,010,1.0
10536,077612,040,0.0
10537,077614,010,3.0
10538,077614,040,3.0
10539,077622,010,1.0
10540,077622,020,0.0
10541,077642,010,2.0
10542,077656,010,2.0
10543,077657,010,2.0
10544,077675,010,2.0
10545,077679,030,0.0
10546,077697,010,2.0
10547,077714,010,1.0
10548,077718,020,3.0
10549,077718,030,2.0
10550,077721,020,1.0
10551,077723,010,1.0
10552,077723,040,2.0
10553,077731,010,1.0
10554,077736,010,1.0
10555,077736,040,1.0
10556,077743,020,0.0
10557,077743,030,0.0
10558,077744,020,0.0
10559,077744,030,1.0
10560,077751,010,0.0
10561,077751,020,2.0
10562,077757,010,2.0
10563,077760,010,0.0
10564,077766,010,3.0
10565,077772,010,1.0
10566,077772,020,0.0
10567,077786,010,1.0
10568,077786,020,1.0
10569,077788,020,3.0
10570,077789,010,1.0
10571,077793,020,0.0
10572,077793,030,0.0
10573,077811,010,3.0
10574,077814,010,3.0
10575,077819,010,2.0
10576,077832,010,0.0
10577,077832,020,3.0
10578,077835,020,0.0
10579,077835,030,2.0
10580,077849,010,3.0
10581,077849,020,3.0
10582,077851,010,2.0
10583,077851,020,1.0
10584,077855,010,1.0
10585,077855,020,0.0
10586,077861,010,3.0
10587,077862,010,1.0
10588,077862,020,1.0
10589,077864,010,1.0
10590,077866,010,2.0
10591,077866,020,1.0
10592,077871,010,1.0
10593,077871,020,1.0
10594,077882,010,1.0
10595,077883,010,1.0
10596,077883,020,1.0
10597,077885,010,2.0
10598,077885,040,2.0
10599,077907,010,0.0
10600,077907,020,1.0
10601,077909,010,0.0
10602,077909,020,0.0
10603,077912,010,3.0
10604,077912,040,3.0
10605,077917,020,2.0
10606,077917,030,2.0
10607,077921,010,3.0
10608,077921,020,3.0
10609,077931,010,2.0
10610,077940,020,2.0
10611,077940,030,3.0
10612,077960,010,2.0
10613,077968,010,2.0
10614,077968,020,2.0
10615,077969,010,2.0
10616,077969,020,1.0
10617,077984,020,1.0
10618,077984,030,2.0
10619,077994,010,2.0
10620,077994,020,1.0
10621,077995,020,2.0
10622,077995,030,2.0
10623,077996,020,1.0
10624,077996,030,0.0
10625,077997,010,1.0
10626,078000,010,1.0
10627,078005,020,0.0
10628,078005,030,0.0
10629,078010,010,2.0
10630,078010,040,3.0
10631,078011,010,3.0
10632,078026,020,1.0
10633,078026,030,1.0
10634,078044,010,3.0
10635,078044,040,3.0
10636,078054,010,1.0
10637,078056,010,0.0
10638,078070,010,1.0
10639,078070,040,0.0
10640,078099,020,3.0
10641,078112,010,3.0
10642,078112,020,2.0
10643,078114,010,3.0
10644,078114,020,3.0
10645,078115,010,3.0
10646,078132,010,1.0
10647,078133,010,2.0
10648,078133,020,1.0
10649,078135,010,1.0
10650,078135,040,0.0
10651,078138,010,1.0
10652,078178,010,0.0
10653,078178,040,1.0
10654,078183,010,1.0
10655,078183,040,0.0
10656,078197,010,2.0
10657,078203,010,0.0
10658,078203,040,3.0
10659,078211,010,1.0
10660,078211,020,3.0
10661,078212,010,0.0
10662,078212,040,0.0
10663,078216,010,1.0
10664,078221,010,2.0
10665,078223,010,3.0
10666,078223,020,3.0
10667,078250,010,3.0
10668,078253,010,1.0
10669,078253,040,1.0
10670,078257,020,1.0
10671,078257,030,1.0
10672,078265,010,2.0
10673,078273,010,3.0
10674,078273,020,1.0
10675,078302,010,1.0
10676,078308,010,1.0
10677,078309,010,1.0
10678,078310,010,1.0
10679,078320,010,0.0
10680,078320,040,1.0
10681,078321,010,1.0
10682,078321,040,3.0
10683,078322,010,1.0
10684,078324,010,3.0
10685,078324,020,3.0
10686,078339,020,2.0
10687,078339,030,3.0
10688,078341,010,0.0
10689,078352,010,2.0
10690,078356,010,1.0
10691,078357,010,1.0
10692,078357,020,2.0
10693,078360,010,2.0
10694,078364,010,0.0
10695,078364,020,2.0
10696,078367,010,1.0
10697,078367,020,1.0
10698,078381,010,1.0
10699,078382,010,0.0
10700,078384,010,2.0
10701,078384,040,2.0
10702,078389,010,3.0
10703,078390,010,2.0
10704,078390,020,2.0
10705,078392,010,1.0
10706,078392,020,1.0
10707,078404,010,1.0
10708,078404,040,2.0
10709,078431,010,1.0
10710,078431,020,3.0
10711,078433,010,1.0
10712,078433,020,0.0
10713,078435,010,1.0
10714,078443,010,2.0
10715,078445,010,1.0
10716,078445,040,0.0
10717,078446,010,1.0
10718,078446,020,0.0
10719,078451,010,1.0
10720,078465,020,0.0
10721,078465,030,0.0
10722,078471,010,1.0
10723,078471,020,1.0
10724,078476,010,0.0
10725,078476,040,0.0
10726,078478,020,3.0
10727,078478,030,3.0
10728,078481,010,1.0
10729,078481,020,2.0
10730,078493,010,1.0
10731,078493,040,2.0
10732,078495,010,1.0
10733,078495,020,1.0
10734,078502,010,0.0
10735,078502,020,1.0
10736,078509,010,1.0
10737,078509,020,1.0
10738,078526,010,3.0
10739,078526,040,1.0
10740,078527,010,1.0
10741,078527,040,1.0
10742,078529,010,0.0
10743,078538,020,2.0
10744,078538,030,0.0
10745,078555,010,1.0
10746,078555,020,1.0
10747,078565,010,0.0
10748,078565,020,1.0
10749,078566,010,1.0
10750,078581,010,0.0
10751,078581,020,0.0
10752,078582,010,3.0
10753,078582,020,3.0
10754,078585,020,0.0
10755,078585,030,0.0
10756,078589,010,1.0
10757,078605,010,2.0
10758,078607,010,1.0
10759,078623,010,0.0
10760,078623,040,0.0
10761,078624,020,1.0
10762,078624,030,1.0
10763,078625,010,0.0
10764,078627,020,0.0
10765,078627,030,0.0
10766,078639,010,2.0
10767,078644,020,1.0
10768,078644,030,0.0
10769,078648,010,0.0
10770,078661,010,0.0
10771,078661,040,0.0
10772,078672,010,2.0
10773,078672,020,2.0
10774,078687,020,1.0
10775,078687,030,1.0
10776,078690,010,1.0
10777,078716,010,2.0
10778,078717,010,1.0
10779,078723,010,1.0
10780,078734,010,0.0
10781,078747,010,1.0
10782,078747,020,1.0
10783,078748,020,1.0
10784,078748,030,2.0
10785,078750,010,1.0
10786,078750,040,1.0
10787,078760,010,0.0
10788,078760,040,0.0
10789,078765,010,1.0
10790,078765,040,1.0
10791,078775,010,1.0
10792,078775,040,1.0
10793,078780,010,1.0
10794,078782,020,3.0
10795,078782,030,3.0
10796,078800,010,0.0
10797,078810,010,1.0
10798,078828,010,1.0
10799,078828,020,3.0
10800,078829,010,0.0
10801,078834,010,1.0
10802,078834,020,0.0
10803,078840,010,3.0
10804,078843,010,3.0
10805,078852,020,0.0
10806,078852,030,0.0
10807,078858,010,1.0
10808,078875,010,1.0
10809,078886,010,1.0
10810,078894,020,1.0
10811,078894,030,2.0
10812,078909,010,1.0
10813,078909,040,3.0
10814,078911,020,2.0
10815,078911,030,1.0
10816,078917,010,2.0
10817,078920,010,0.0
10818,078924,020,0.0
10819,078924,030,0.0
10820,078933,010,1.0
10821,078933,020,1.0
10822,078943,010,0.0
10823,078944,010,0.0
10824,078949,010,1.0
10825,078949,020,1.0
10826,078957,010,1.0
10827,078957,040,0.0
10828,078958,010,0.0
10829,078961,010,3.0
10830,078961,040,2.0
10831,078965,010,0.0
10832,078987,010,1.0
10833,078987,020,1.0
10834,078989,010,2.0
10835,078989,040,1.0
10836,078996,010,2.0
10837,078996,040,1.0
10838,079002,010,1.0
10839,079002,020,2.0
10840,079014,010,1.0
10841,079014,020,0.0
10842,079021,010,2.0
10843,079033,020,0.0
10844,079033,030,0.0
10845,079039,010,1.0
10846,079039,040,2.0
10847,079043,010,0.0
10848,079044,010,1.0
10849,079050,010,0.0
10850,079059,020,1.0
10851,079059,030,0.0
10852,079073,010,2.0
10853,079073,020,0.0
10854,079076,010,1.0
10855,079076,020,1.0
10856,079080,010,1.0
10857,079080,020,0.0
10858,079089,010,0.0
10859,079089,040,1.0
10860,079096,010,1.0
10861,079101,010,0.0
10862,079113,020,1.0
10863,079113,030,0.0
10864,079114,010,1.0
10865,079114,040,1.0
10866,079157,010,0.0
10867,079162,010,0.0
10868,079164,010,0.0
10869,079180,010,2.0
10870,079180,040,2.0
10871,079194,010,3.0
10872,079194,040,3.0
10873,079218,010,3.0
10874,079220,010,3.0
10875,079226,020,2.0
10876,079226,030,1.0
10877,079230,020,3.0
10878,079230,030,3.0
10879,079240,020,1.0
10880,079240,030,1.0
10881,079245,020,3.0
10882,079245,030,3.0
10883,079247,010,2.0
10884,079247,040,1.0
10885,079249,010,0.0
10886,079258,010,0.0
10887,079266,020,0.0
10888,079266,030,0.0
10889,079268,010,0.0
10890,079289,010,2.0
10891,079289,020,1.0
10892,079292,010,3.0
10893,079310,010,0.0
10894,079318,020,1.0
10895,079318,030,2.0
10896,079326,020,1.0
10897,079326,030,1.0
10898,079330,010,1.0
10899,079338,020,1.0
10900,079338,030,0.0
10901,079342,010,0.0
10902,079358,010,0.0
10903,079363,010,2.0
10904,079365,010,2.0
10905,079365,020,2.0
10906,079382,010,0.0
10907,079389,020,1.0
10908,079389,030,1.0
10909,079416,010,0.0
10910,079416,040,0.0
10911,079417,010,1.0
10912,079424,010,0.0
10913,079430,010,0.0
10914,079433,010,0.0
10915,079433,020,1.0
10916,079442,010,2.0
10917,079442,020,1.0
10918,079450,010,0.0
10919,079450,040,0.0
10920,079455,010,0.0
10921,079459,010,1.0
10922,079479,010,0.0
10923,079479,040,0.0
10924,079481,010,0.0
10925,079481,040,0.0
10926,079487,010,0.0
10927,079491,010,3.0
10928,079494,020,1.0
10929,079494,030,1.0
10930,079496,010,0.0
10931,079497,010,0.0
10932,079497,020,0.0
10933,079505,010,1.0
10934,079505,020,0.0
10935,079529,010,0.0
10936,079529,040,0.0
10937,079537,010,0.0
10938,079537,040,0.0
10939,079544,010,0.0
10940,079545,010,0.0
10941,079545,020,1.0
10942,079549,010,1.0
10943,079557,010,1.0
10944,079557,020,0.0
10945,079575,010,1.0
10946,079606,010,3.0
10947,079609,010,0.0
10948,079609,020,0.0
10949,079611,010,3.0
10950,079613,010,3.0
10951,079620,010,2.0
10952,079626,010,0.0
10953,079634,010,1.0
10954,079638,010,3.0
10955,079638,020,0.0
10956,079646,010,2.0
10957,079656,010,0.0
10958,079656,020,1.0
10959,079660,030,0.0
10960,079661,010,0.0
10961,079662,010,3.0
10962,079666,010,2.0
10963,079669,010,2.0
10964,079669,040,2.0
10965,079670,020,2.0
10966,079670,030,3.0
10967,079673,010,2.0
10968,079673,040,0.0
10969,079704,010,0.0
10970,079704,040,0.0
10971,079713,010,0.0
10972,079752,020,2.0
10973,079752,030,3.0
10974,079760,010,2.0
10975,079760,020,1.0
10976,079762,010,2.0
10977,079762,020,2.0
10978,079770,010,0.0
10979,079770,020,0.0
10980,079771,010,3.0
10981,079771,020,3.0
10982,079775,010,1.0
10983,079775,020,1.0
10984,079778,010,2.0
10985,079778,040,2.0
10986,079787,010,1.0
10987,079825,010,3.0
10988,079826,010,0.0
10989,079826,040,1.0
10990,079835,020,2.0
10991,079835,030,1.0
10992,079851,010,3.0
10993,079851,040,3.0
10994,079856,010,2.0
10995,079856,040,1.0
10996,079858,010,3.0
10997,079858,020,2.0
10998,079865,010,1.0
10999,079865,020,2.0
11000,079866,020,2.0
11001,079866,030,2.0
11002,079867,020,1.0
11003,079867,030,1.0
11004,079869,010,2.0
11005,079869,040,0.0
11006,079874,010,0.0
11007,079874,040,1.0
11008,079876,010,0.0
11009,079882,010,0.0
11010,079882,040,1.0
11011,079891,010,2.0
11012,079891,040,2.0
11013,079899,010,1.0
11014,079899,040,3.0
11015,079900,020,2.0
11016,079900,030,1.0
11017,079902,010,0.0
11018,079907,010,1.0
11019,079907,020,1.0
11020,079935,010,2.0
11021,079935,040,0.0
11022,079942,010,3.0
11023,079955,010,2.0
11024,079991,010,3.0
11025,079991,020,2.0
11026,079996,020,1.0
11027,079996,030,3.0
11028,080000,010,2.0
11029,080000,020,2.0
11030,080070,020,1.0
11031,080070,030,0.0
11032,080075,010,2.0
11033,080075,020,1.0
11034,080115,010,1.0
11035,080115,020,2.0
11036,080116,020,0.0
11037,080116,030,1.0
11038,080118,010,3.0
11039,080118,020,1.0
11040,080161,010,0.0
11041,080162,010,1.0
11042,080162,040,0.0
11043,080163,010,2.0
11044,080163,040,1.0
11045,080169,010,0.0
11046,080169,020,0.0
11047,080171,010,1.0
11048,080171,020,0.0
11049,080175,010,0.0
11050,080192,010,0.0
11051,080200,020,0.0
11052,080200,030,0.0
11053,080204,010,3.0
11054,080204,020,3.0
11055,080216,010,0.0
11056,080216,020,1.0
11057,080218,010,0.0
11058,080225,020,2.0
11059,080225,030,2.0
11060,080229,020,3.0
11061,080229,030,3.0
11062,080242,040,0.0
11063,080248,010,1.0
11064,080248,020,0.0
11065,080279,010,0.0
11066,080279,040,0.0
11067,080286,010,3.0
11068,080286,020,3.0
11069,080298,010,0.0
11070,080299,010,0.0
11071,080305,010,1.0
11072,080308,010,0.0
11073,080308,020,0.0
11074,080310,040,0.0
11075,080324,010,0.0
11076,080335,010,1.0
11077,080335,020,0.0
11078,080339,010,0.0
11079,080339,040,0.0
11080,080353,010,0.0
11081,080353,040,0.0
11082,080362,010,0.0
11083,080362,040,0.0
11084,080387,010,0.0
11085,080387,020,0.0
11086,080393,010,2.0
11087,080393,020,1.0
11088,080398,020,0.0
11089,080398,030,0.0
11090,080410,010,0.0
11091,080410,020,0.0
11092,080413,010,0.0
11093,080417,010,0.0
11094,080417,040,0.0
11095,080462,020,0.0
11096,080462,030,0.0
11097,080535,010,0.0
11098,080535,040,0.0
11099,080547,010,0.0
11100,080583,010,0.0
11101,080586,010,1.0
11102,080593,010,1.0
11103,080605,010,2.0
11104,080605,040,1.0
11105,080614,020,3.0
11106,080614,030,2.0
11107,080638,010,1.0
11108,080648,010,1.0
11109,080655,010,1.0
11110,080661,010,1.0
11111,080661,020,1.0
11112,080667,010,2.0
11113,080667,020,2.0
11114,080670,010,1.0
11115,080670,020,1.0
11116,080672,010,0.0
11117,080672,020,1.0
11118,080711,020,2.0
11119,080711,030,2.0
11120,080712,010,1.0
11121,080712,020,2.0
11122,080715,020,2.0
11123,080715,030,3.0
11124,080748,020,0.0
11125,080748,030,1.0
11126,080757,010,1.0
11127,080758,020,0.0
11128,080776,010,0.0
11129,080791,010,0.0
11130,080791,020,1.0
11131,080809,010,0.0
11132,080809,020,0.0
11133,080828,010,2.0
11134,080831,010,2.0
11135,080836,010,1.0
11136,080836,040,0.0
11137,080845,010,2.0
11138,080846,010,1.0
11139,080846,040,1.0
11140,080860,010,0.0
11141,080860,020,2.0
11142,080868,010,0.0
11143,080868,020,0.0
11144,080875,010,1.0
11145,080875,040,0.0
11146,080892,010,1.0
11147,080892,020,1.0
11148,080895,010,1.0
11149,080895,040,1.0
11150,080899,010,1.0
11151,080899,020,1.0
11152,080902,010,1.0
11153,080902,020,1.0
11154,080911,010,1.0
11155,080929,010,1.0
11156,080959,010,2.0
11157,080969,010,1.0
11158,080981,010,3.0
11159,080981,040,3.0
11160,081003,010,3.0
11161,081005,010,0.0
11162,081005,040,1.0
11163,081015,010,1.0
11164,081023,010,2.0
11165,081023,020,0.0
11166,081024,020,1.0
11167,081024,030,3.0
11168,081034,010,2.0
11169,081034,040,2.0
11170,081041,010,1.0
11171,081041,020,0.0
11172,081051,010,1.0
11173,081053,010,0.0
11174,081053,020,1.0
11175,081059,010,3.0
11176,081059,020,3.0
11177,081086,010,2.0
11178,081086,020,1.0
11179,081089,010,2.0
11180,081089,040,3.0
11181,081107,010,1.0
11182,081111,020,1.0
11183,081111,030,1.0
11184,081113,010,3.0
11185,081113,040,3.0
11186,081138,020,1.0
11187,081138,030,0.0
11188,081164,010,2.0
11189,081164,040,2.0
11190,081173,010,3.0
11191,081173,020,2.0
11192,081174,010,0.0
11193,081174,020,0.0
11194,081175,010,2.0
11195,081175,040,1.0
11196,081190,010,1.0
11197,081190,020,1.0
11198,081198,020,2.0
11199,081198,030,1.0
11200,081202,010,2.0
11201,081202,040,2.0
11202,081205,010,1.0
11203,081205,020,1.0
11204,081210,010,0.0
11205,081212,010,1.0
11206,081214,010,0.0
11207,081221,010,0.0
11208,081226,010,2.0
11209,081226,040,3.0
11210,081228,010,2.0
11211,081245,010,3.0
11212,081245,020,0.0
11213,081249,010,0.0
11214,081266,010,0.0
11215,081266,040,0.0
11216,081276,010,0.0
11217,081287,010,3.0
11218,081287,040,2.0
11219,081297,010,3.0
11220,081297,020,3.0
11221,081301,010,3.0
11222,081301,040,1.0
11223,081304,010,1.0
11224,081313,010,1.0
11225,081332,010,3.0
11226,081333,010,3.0
11227,081333,020,2.0
11228,081342,010,3.0
11229,081342,040,3.0
11230,081343,010,2.0
11231,081344,010,0.0
11232,081364,010,3.0
11233,081380,010,1.0
11234,081388,010,0.0
11235,081407,010,0.0
11236,081408,010,0.0
11237,081411,010,1.0
11238,081420,010,0.0
11239,081429,010,0.0
11240,081443,010,1.0
11241,081443,020,1.0
11242,081445,010,1.0
11243,081446,010,2.0
11244,081446,020,1.0
11245,081448,010,2.0
11246,081448,020,1.0
11247,081449,010,0.0
11248,081449,040,0.0
11249,081450,010,3.0
11250,081452,010,1.0
11251,081452,040,1.0
11252,081474,010,2.0
11253,081474,040,1.0
11254,081498,010,3.0
11255,081507,010,0.0
11256,081511,010,0.0
11257,081518,010,1.0
11258,081519,010,3.0
11259,081519,020,3.0
11260,081520,020,1.0
11261,081520,030,3.0
11262,081521,010,2.0
11263,081522,010,3.0
11264,081527,010,1.0
11265,081528,010,2.0
11266,081529,010,3.0
11267,081529,040,2.0
11268,081545,010,2.0
11269,081545,040,2.0
11270,081553,010,0.0
11271,081553,020,1.0
11272,081554,010,1.0
11273,081554,020,1.0
11274,081561,010,1.0
11275,081561,040,2.0
11276,081563,010,3.0
11277,081563,020,1.0
11278,081564,010,0.0
11279,081564,020,1.0
11280,081649,010,3.0
11281,081662,010,0.0
11282,081731,010,0.0
11283,081731,040,0.0
11284,081732,010,1.0
11285,081741,010,0.0
11286,081751,010,2.0
11287,081752,010,1.0
11288,081756,020,2.0
11289,081756,030,3.0
11290,081804,010,1.0
11291,081804,040,1.0
11292,081808,010,2.0
11293,081814,010,3.0
11294,081814,020,1.0
11295,081816,020,2.0
11296,081816,030,3.0
11297,081819,010,3.0
11298,081821,010,1.0
11299,081821,020,1.0
11300,081825,010,2.0
11301,081825,020,1.0
11302,081834,010,2.0
11303,081834,020,1.0
11304,081842,010,2.0
11305,081842,020,1.0
11306,081844,020,1.0
11307,081844,030,1.0
11308,081848,010,2.0
11309,081848,020,1.0
11310,081849,010,2.0
11311,081850,010,1.0
11312,081851,020,2.0
11313,081851,030,1.0
11314,081853,020,1.0
11315,081853,030,2.0
11316,081869,010,3.0
11317,081869,020,3.0
11318,081879,010,1.0
11319,081879,020,1.0
11320,081888,010,1.0
11321,081888,040,1.0
11322,081915,020,1.0
11323,081915,030,1.0
11324,081920,010,1.0
11325,081925,010,3.0
11326,081929,010,3.0
11327,081929,020,3.0
11328,081933,010,3.0
11329,081933,020,2.0
11330,081949,010,1.0
11331,081959,010,0.0
11332,081975,010,2.0
11333,081975,040,1.0
11334,081986,010,3.0
11335,081986,020,0.0
11336,082029,010,2.0
11337,082029,020,3.0
11338,082030,010,1.0
11339,082036,010,3.0
11340,082038,010,3.0
11341,082041,010,3.0
11342,082092,010,0.0
11343,082096,010,0.0
11344,082096,020,0.0
11345,082147,010,3.0
11346,082147,020,3.0
11347,082154,010,2.0
11348,082154,020,2.0
11349,082157,010,3.0
11350,082157,020,3.0
11351,082161,010,3.0
11352,082164,030,1.0
11353,082168,010,2.0
11354,082168,020,2.0
11355,082179,010,3.0
11356,082179,020,2.0
11357,082192,010,3.0
11358,082192,040,2.0
11359,082207,010,3.0
11360,082213,020,3.0
11361,082213,030,2.0
11362,082223,010,1.0
11363,082223,020,2.0
11364,082247,010,1.0
11365,082247,020,1.0
11366,082258,010,3.0
11367,082258,020,2.0
11368,082260,010,2.0
11369,082260,020,1.0
11370,082270,010,3.0
11371,082314,010,1.0
11372,082314,040,1.0
11373,082315,020,2.0
11374,082315,030,2.0
11375,082323,010,3.0
11376,082369,010,1.0
11377,082371,010,2.0
11378,082390,010,0.0
11379,082390,040,0.0
11380,082397,020,0.0
11381,082397,030,0.0
11382,082401,010,2.0
11383,082401,020,2.0
11384,082405,010,0.0
11385,082405,020,0.0
11386,082415,010,3.0
11387,082417,010,3.0
11388,082425,010,2.0
11389,082425,020,3.0
11390,082430,010,1.0
11391,082430,020,3.0
11392,082433,010,2.0
11393,082436,010,2.0
11394,082440,010,2.0
11395,082440,040,2.0
11396,082468,020,3.0
11397,082468,030,3.0
11398,082472,010,2.0
11399,082472,020,2.0
11400,082479,010,3.0
11401,082479,040,2.0
11402,082483,010,2.0
11403,082483,040,1.0
11404,082486,010,3.0
11405,082486,020,3.0
11406,082494,010,1.0
11407,082501,010,1.0
11408,082501,040,2.0
11409,082507,010,0.0
11410,082507,020,1.0
11411,082522,010,1.0
11412,082522,020,2.0
11413,082525,020,3.0
11414,082525,030,2.0
11415,082551,010,3.0
11416,082551,020,2.0
11417,082552,010,2.0
11418,082553,010,3.0
11419,082562,010,3.0
11420,082566,010,0.0
11421,082566,040,0.0
11422,082601,020,0.0
11423,082601,030,1.0
11424,082632,010,0.0
11425,082643,010,0.0
11426,082648,010,
11427,082648,040,
11428,082655,010,0.0
11429,082689,010,2.0
11430,082690,020,0.0
11431,082690,030,0.0
11432,082692,010,0.0
11433,082694,010,1.0
11434,082694,020,1.0
11435,082698,010,0.0
11436,082699,010,3.0
11437,082699,040,2.0
11438,082703,010,2.0
11439,082703,040,2.0
11440,082729,010,1.0
11441,082729,020,1.0
11442,082742,010,2.0
11443,082742,040,3.0
11444,082759,010,2.0
11445,082759,020,1.0
11446,082768,010,3.0
11447,082778,010,3.0
11448,082779,010,2.0
11449,082779,040,3.0
11450,082787,010,3.0
11451,082787,020,2.0
11452,082795,010,3.0
11453,082795,020,0.0
11454,082796,010,2.0
11455,082797,010,3.0
11456,082797,020,3.0
11457,082799,010,3.0
11458,082814,020,0.0
11459,082814,030,3.0
11460,082825,020,3.0
11461,082825,030,2.0
11462,082849,010,2.0
11463,082857,010,0.0
11464,082857,040,0.0
11465,082861,020,2.0
11466,082861,030,0.0
11467,082871,010,2.0
11468,082871,040,2.0
11469,082882,010,
11470,082885,020,
11471,082885,030,
11472,082896,010,0.0
11473,082896,020,1.0
11474,082907,010,1.0
11475,082907,020,1.0
11476,082909,010,2.0
11477,082909,040,1.0
11478,082922,020,3.0
11479,082922,030,3.0
11480,082923,010,1.0
11481,082923,040,3.0
11482,082924,020,1.0
11483,082924,030,1.0
11484,082932,010,0.0
11485,082932,040,0.0
11486,082935,010,1.0
11487,082935,040,2.0
11488,082948,010,0.0
11489,082948,040,1.0
11490,082952,010,1.0
11491,082952,020,1.0
11492,082964,030,3.0
11493,082965,010,0.0
11494,082965,020,1.0
11495,082973,010,1.0
11496,082975,010,1.0
11497,082981,010,2.0
11498,082989,010,1.0
11499,082989,040,2.0
11500,082990,020,2.0
11501,082990,030,1.0
11502,082992,020,1.0
11503,082992,030,3.0
11504,083014,010,3.0
11505,083018,010,1.0
11506,083018,040,1.0
11507,083020,010,1.0
11508,083020,020,1.0
11509,083032,010,1.0
11510,083032,020,2.0
11511,083034,010,0.0
11512,083034,040,0.0
11513,083051,010,2.0
11514,083051,020,1.0
11515,083052,010,3.0
11516,083052,020,2.0
11517,083073,010,0.0
11518,083078,010,1.0
11519,083103,010,2.0
11520,083106,010,2.0
11521,083108,010,1.0
11522,083108,040,3.0
11523,083131,010,1.0
11524,083166,010,3.0
11525,083175,010,3.0
11526,083181,010,3.0
11527,083181,020,3.0
11528,083217,020,0.0
11529,083217,030,0.0
11530,083227,010,2.0
11531,083227,020,1.0
11532,083228,010,0.0
11533,083228,040,0.0
11534,083229,020,0.0
11535,083229,030,2.0
11536,083259,010,3.0
11537,083287,010,2.0
11538,083287,020,1.0
11539,083307,010,2.0
11540,083307,020,2.0
11541,083313,010,2.0
11542,083394,010,0.0
11543,083394,040,0.0
11544,083400,010,1.0
11545,083407,010,1.0
